ACCOUNT,SERVICE,VISIT
712691,CCRD,2
712691,MTG,3
712691,CKCRD,4
712691,CKCRD,5
712742,CKING,1
712742,SVG,2
712742,CD,3
712742,CD,4
712941,CKING,1
712941,SVG,2
712941,CD,3
712941,ATM,4
712941,CCRD,5
712941,TRUST,6
712941,TRUST,7
712987,CKING,1
712987,SVG,2
712987,SVG,3
713052,CKING,1
713052,SVG,2
713052,ATM,3
713052,ATM,4
713064,CKING,1
713064,SVG,2
713064,ATM,3
713064,ATM,4
713075,CKING,1
713075,SVG,2
713075,ATM,3
713075,ATM,4
713124,CKING,1
713124,SVG,2
713124,ATM,3
713124,ATM,4
713222,CKING,1
713222,SVG,2
713222,CCRD,3
713222,CCRD,4
713273,CKING,1
713273,SVG,2
713273,ATM,3
713273,ATM,4
713275,CKING,1
713275,CD,2
713275,CD,3
713335,CKING,1
713335,SVG,2
713335,CD,3
713335,ATM,4
713335,ATM,5
713476,CKING,1
713476,MMDA,2
713476,CCRD,3
713476,HMEQLC,4
713476,CKCRD,5
713476,CKCRD,6
713519,CKING,1
713519,SVG,2
713519,ATM,3
713519,ATM,4
713686,CKING,1
713686,SVG,2
713686,CD,3
713686,PLOAN,4
713686,PLOAN,5
713781,CKING,1
713781,CD,2
713781,CD,3
713797,CKING,1
713797,SVG,2
713797,SVG,3
713841,CKING,1
713841,MMDA,2
713841,CCRD,3
713841,HMEQLC,4
713841,MTG,5
713841,CKCRD,6
713841,CKCRD,7
713856,CKING,1
713856,SVG,2
713856,ATM,3
713856,AUTO,4
713856,AUTO,5
713957,CKING,1
713957,HMEQLC,2
713957,HMEQLC,3
713978,CKING,1
713978,CCRD,2
713978,HMEQLC,3
713978,PLOAN,4
713978,AUTO,5
713978,CKCRD,6
713978,CKCRD,7
714000,CD,1
714000,CD,2
714048,CKING,1
714048,SVG,2
714048,HMEQLC,3
714048,AUTO,4
714048,AUTO,5
714217,CKING,1
714217,SVG,2
714217,ATM,3
714217,ATM,4
714282,CKING,1
714282,SVG,2
714282,CD,3
714282,ATM,4
714282,CCRD,5
714282,HMEQLC,6
714282,TRUST,7
714282,TRUST,8
714453,CKING,1
714453,MMDA,2
714453,SVG,3
714453,IRA,4
714453,ATM,5
714453,ATM,6
714625,CKING,1
714625,MMDA,2
714625,SVG,3
714625,CCRD,4
714625,HMEQLC,5
714625,CKCRD,6
714625,CKCRD,7
714783,CKING,1
714783,CD,2
714783,CD,3
714787,CKING,1
714787,MMDA,2
714787,MMDA,3
714941,CKING,1
714941,ATM,2
714941,CCRD,3
714941,CCRD,4
715005,CKING,1
715005,SVG,2
715005,ATM,3
715005,CCRD,4
715005,HMEQLC,5
715005,HMEQLC,6
715036,ATM,1
715036,ATM,2
715173,CKING,1
715173,ATM,2
715173,ATM,3
715255,CKING,1
715255,SVG,2
715255,ATM,3
715255,ATM,4
715275,CKING,1
715275,CD,2
715275,ATM,3
715275,AUTO,4
715275,AUTO,5
715306,CKING,1
715306,SVG,2
715306,SVG,3
715314,CKING,1
715314,CKING,2
715378,CKING,1
715378,SVG,2
715378,SVG,3
715501,CKING,1
715501,SVG,2
715501,CCRD,3
715501,AUTO,4
715501,CKCRD,5
715501,CKCRD,6
715521,CKING,1
715521,SVG,2
715521,ATM,3
715521,ATM,4
715614,CKING,1
715614,MMDA,2
715614,SVG,3
715614,SVG,4
715619,CKING,1
715619,CKING,2
715621,CKING,1
715621,ATM,2
715621,ATM,3
715690,CKING,1
715690,SVG,2
715690,SVG,3
715691,CKING,1
715691,IRA,2
715691,IRA,3
715988,IRA,1
715988,IRA,2
716114,CKING,1
716114,SVG,2
716114,CD,3
716114,CD,4
716148,SVG,1
716148,SVG,2
716170,CKING,1
716170,SVG,2
716170,ATM,3
716170,ATM,4
716357,CKING,1
716357,CD,2
716357,ATM,3
716357,AUTO,4
716357,AUTO,5
716365,CKING,1
716365,MMDA,2
716365,SVG,3
716365,MTG,4
716365,MTG,5
716374,CKING,1
716374,CKING,2
716392,SVG,1
716392,SVG,2
716468,CKING,1
716468,MMDA,2
716468,HMEQLC,3
716468,HMEQLC,4
716474,CKING,1
716474,MMDA,2
716474,SVG,3
716474,MTG,4
716474,MTG,5
716503,SVG,1
716503,SVG,2
716660,CKING,1
716660,SVG,2
716660,CD,3
716660,IRA,4
716660,ATM,5
716660,ATM,6
716679,CKING,1
716679,MTG,2
716679,MTG,3
716722,CKING,1
716722,SVG,2
716722,CD,3
716722,TRUST,4
716722,TRUST,5
716731,CKING,1
716731,SVG,2
716731,IRA,3
716731,CKCRD,4
716731,CKCRD,5
716765,CKING,1
716765,SVG,2
716765,SVG,3
716773,CKING,1
716773,SVG,2
716773,CD,3
716773,ATM,4
716773,ATM,5
716967,CKING,1
716967,SVG,2
716967,CD,3
716967,ATM,4
716967,AUTO,5
716967,AUTO,6
716978,CKING,1
716978,SVG,2
716978,SVG,3
716994,CKING,1
716994,SVG,2
716994,CD,3
716994,CD,4
717097,SVG,1
717097,IRA,2
717097,AUTO,3
717097,AUTO,4
717214,CKING,1
717214,MMDA,2
717214,ATM,3
717214,ATM,4
717303,SVG,1
717303,SVG,2
717320,CKING,1
717320,MMDA,2
717320,MMDA,3
717367,CKING,1
717367,SVG,2
717367,ATM,3
717367,ATM,4
717388,CKING,1
717388,MMDA,2
717388,SVG,3
717388,SVG,4
717435,CKING,1
717435,CD,2
717435,CD,3
717528,CKING,1
717528,SVG,2
717528,ATM,3
717528,ATM,4
717636,CKING,1
717636,SVG,2
717636,ATM,3
717636,CCRD,4
717636,CCRD,5
717669,CKING,1
717669,SVG,2
717669,ATM,3
717669,ATM,4
717724,CKING,1
717724,SVG,2
717724,CD,3
717724,ATM,4
717724,HMEQLC,5
717724,TRUST,6
717724,TRUST,7
717780,AUTO,1
717780,AUTO,2
717814,CKING,1
717814,SVG,2
717814,HMEQLC,3
717814,AUTO,4
717814,CKCRD,5
717814,CKCRD,6
717826,CKING,1
717826,SVG,2
717826,ATM,3
717826,CCRD,4
717826,HMEQLC,5
717826,HMEQLC,6
717861,CKING,1
717861,SVG,2
717861,SVG,3
717927,CKING,1
717927,ATM,2
717927,ATM,3
717939,CKING,1
717939,MMDA,2
717939,SVG,3
717939,ATM,4
717939,HMEQLC,5
717939,HMEQLC,6
717944,CKING,1
717944,MMDA,2
717944,MMDA,3
718003,CKING,1
718003,MMDA,2
718003,CD,3
718003,TRUST,4
718003,TRUST,5
718168,CKING,1
718168,SVG,2
718168,CD,3
718168,CD,4
718308,SVG,1
718308,SVG,2
718346,CKING,1
718346,SVG,2
718346,ATM,3
718346,ATM,4
718409,CKING,1
718409,SVG,2
718409,ATM,3
718409,CCRD,4
718409,AUTO,5
718409,AUTO,6
718490,SVG,1
718490,CD,2
718490,IRA,3
718490,IRA,4
718587,CKING,1
718587,SVG,2
718587,CD,3
718587,ATM,4
718587,ATM,5
718616,CKING,1
718616,CKING,2
718672,CKING,1
718672,CKING,2
718835,CKING,1
718835,MMDA,2
718835,TRUST,3
718835,TRUST,4
718837,CKING,1
718837,SVG,2
718837,CD,3
718837,ATM,4
718837,CCRD,5
718837,CCRD,6
718855,CKING,1
718855,CD,2
718855,CD,3
718878,CKING,1
718878,SVG,2
718878,ATM,3
718878,ATM,4
718940,CKING,1
718940,SVG,2
718940,ATM,3
718940,HMEQLC,4
718940,AUTO,5
718940,AUTO,6
718988,CKING,1
718988,SVG,2
718988,ATM,3
718988,ATM,4
718999,CKING,1
718999,MMDA,2
718999,TRUST,3
718999,TRUST,4
719010,CKING,1
719010,SVG,2
719010,SVG,3
719035,CKING,1
719035,SVG,2
719035,CCRD,3
719035,CKCRD,4
719035,CKCRD,5
719201,CKING,1
719201,SVG,2
719201,MTG,3
719201,AUTO,4
719201,AUTO,5
719216,CKING,1
719216,CKING,2
719224,SVG,1
719224,CD,2
719224,CD,3
719245,CKING,1
719245,SVG,2
719245,ATM,3
719245,ATM,4
719320,CKING,1
719320,SVG,2
719320,ATM,3
719320,ATM,4
719397,IRA,1
719397,IRA,2
719516,CKING,1
719516,SVG,2
719516,SVG,3
719527,CKING,1
719527,SVG,2
719527,CD,3
719527,ATM,4
719527,ATM,5
719613,CKING,1
719613,SVG,2
719613,CCRD,3
719613,CKCRD,4
719613,CKCRD,5
719673,CKING,1
719673,MMDA,2
719673,SVG,3
719673,CD,4
719673,TRUST,5
719673,TRUST,6
719760,MMDA,1
719760,SVG,2
719760,CD,3
719760,CD,4
719768,CKING,1
719768,ATM,2
719768,MTG,3
719768,MTG,4
719900,CKING,1
719900,ATM,2
719900,AUTO,3
719900,AUTO,4
719903,CKING,1
719903,SVG,2
719903,CKCRD,3
719903,CKCRD,4
719972,CKING,1
719972,SVG,2
719972,ATM,3
719972,HMEQLC,4
719972,HMEQLC,5
719995,AUTO,1
719995,AUTO,2
720020,CKING,1
720020,MMDA,2
720020,MMDA,3
720115,SVG,1
720115,SVG,2
720149,CKING,1
720149,MMDA,2
720149,CD,3
720149,IRA,4
720149,IRA,5
720160,CKING,1
720160,MMDA,2
720160,SVG,3
720160,IRA,4
720160,CCRD,5
720160,HMEQLC,6
720160,CKCRD,7
720160,CKCRD,8
720167,MMDA,1
720167,MMDA,2
720221,CKING,1
720221,SVG,2
720221,SVG,3
720262,CKING,1
720262,SVG,2
720262,MTG,3
720262,MTG,4
720278,SVG,1
720278,SVG,2
720463,CKING,1
720463,MMDA,2
720463,ATM,3
720463,ATM,4
720531,CKING,1
720531,SVG,2
720531,CCRD,3
720531,CCRD,4
720564,CKING,1
720564,SVG,2
720564,ATM,3
720564,ATM,4
720600,CKING,1
720600,CD,2
720600,ATM,3
720600,CCRD,4
720600,AUTO,5
720600,AUTO,6
720636,CKING,1
720636,SVG,2
720636,SVG,3
720637,SVG,1
720637,SVG,2
720783,CKING,1
720783,SVG,2
720783,CD,3
720783,CD,4
720903,CKING,1
720903,CKING,2
720972,CKING,1
720972,CD,2
720972,CD,3
721001,SVG,1
721001,SVG,2
721012,CKING,1
721012,SVG,2
721012,CD,3
721012,IRA,4
721012,CCRD,5
721012,CKCRD,6
721012,CKCRD,7
721048,CKING,1
721048,CKING,2
721177,CKING,1
721177,MMDA,2
721177,SVG,3
721177,CD,4
721177,IRA,5
721177,ATM,6
721177,CCRD,7
721177,CCRD,8
721182,CKING,1
721182,SVG,2
721182,CD,3
721182,ATM,4
721182,TRUST,5
721182,TRUST,6
721194,CKING,1
721194,MMDA,2
721194,MMDA,3
721196,CKING,1
721196,SVG,2
721196,CD,3
721196,CCRD,4
721196,AUTO,5
721196,CKCRD,6
721196,CKCRD,7
721203,CKING,1
721203,SVG,2
721203,ATM,3
721203,HMEQLC,4
721203,AUTO,5
721203,AUTO,6
721219,CKING,1
721219,SVG,2
721219,SVG,3
721257,CD,1
721257,CD,2
721268,CKING,1
721268,SVG,2
721268,IRA,3
721268,IRA,4
721379,CKING,1
721379,SVG,2
721379,MTG,3
721379,CKCRD,4
721379,CKCRD,5
721420,CKING,1
721420,ATM,2
721420,AUTO,3
721420,AUTO,4
721500,CKING,1
721500,MMDA,2
721500,SVG,3
721500,CD,4
721500,ATM,5
721500,CCRD,6
721500,TRUST,7
721500,TRUST,8
721535,CKING,1
721535,SVG,2
721535,ATM,3
721535,ATM,4
721580,SVG,1
721580,ATM,2
721580,ATM,3
721719,CKING,1
721719,IRA,2
721719,IRA,3
721746,CKING,1
721746,SVG,2
721746,CD,3
721746,ATM,4
721746,AUTO,5
721746,AUTO,6
721760,SVG,1
721760,CD,2
721760,CD,3
721771,CKING,1
721771,MMDA,2
721771,SVG,3
721771,CD,4
721771,ATM,5
721771,ATM,6
722060,CKING,1
722060,SVG,2
722060,ATM,3
722060,ATM,4
722063,CKING,1
722063,SVG,2
722063,ATM,3
722063,MTG,4
722063,MTG,5
722121,SVG,1
722121,SVG,2
722169,CKING,1
722169,CKING,2
722226,CKING,1
722226,SVG,2
722226,SVG,3
722230,CKING,1
722230,ATM,2
722230,ATM,3
722249,CKING,1
722249,IRA,2
722249,ATM,3
722249,ATM,4
722286,CKING,1
722286,SVG,2
722286,CD,3
722286,IRA,4
722286,IRA,5
722358,CKING,1
722358,SVG,2
722358,HMEQLC,3
722358,CKCRD,4
722358,CKCRD,5
722409,CKING,1
722409,MMDA,2
722409,SVG,3
722409,CD,4
722409,CCRD,5
722409,TRUST,6
722409,TRUST,7
722420,SVG,1
722420,ATM,2
722420,ATM,3
722530,CKING,1
722530,MMDA,2
722530,CCRD,3
722530,CKCRD,4
722530,CKCRD,5
722548,CKING,1
722548,ATM,2
722548,ATM,3
722549,CKING,1
722549,CD,2
722549,CD,3
722695,SVG,1
722695,CCRD,2
722695,CCRD,3
722804,CKING,1
722804,SVG,2
722804,PLOAN,3
722804,PLOAN,4
722809,CKING,1
722809,MMDA,2
722809,SVG,3
722809,SVG,4
722873,CKING,1
722873,CKING,2
722923,CKING,1
722923,SVG,2
722923,CKCRD,3
722923,CKCRD,4
723010,CKING,1
723010,SVG,2
723010,IRA,3
723010,IRA,4
723112,CKING,1
723112,ATM,2
723112,ATM,3
723142,MMDA,1
723142,CD,2
723142,CD,3
723225,CKING,1
723225,SVG,2
723225,ATM,3
723225,HMEQLC,4
723225,HMEQLC,5
723371,CKING,1
723371,CD,2
723371,ATM,3
723371,CCRD,4
723371,HMEQLC,5
723371,AUTO,6
723371,AUTO,7
723497,CKING,1
723497,SVG,2
723497,CD,3
723497,IRA,4
723497,IRA,5
723560,CKING,1
723560,CKING,2
723719,CKING,1
723719,SVG,2
723719,ATM,3
723719,ATM,4
723770,CKING,1
723770,CKING,2
723799,CKING,1
723799,MMDA,2
723799,SVG,3
723799,CD,4
723799,ATM,5
723799,ATM,6
723816,CKING,1
723816,CD,2
723816,AUTO,3
723816,AUTO,4
723850,CKING,1
723850,SVG,2
723850,ATM,3
723850,ATM,4
723883,CKING,1
723883,SVG,2
723883,ATM,3
723883,AUTO,4
723883,AUTO,5
723888,CKING,1
723888,ATM,2
723888,HMEQLC,3
723888,HMEQLC,4
723901,CKING,1
723901,SVG,2
723901,ATM,3
723901,CCRD,4
723901,MTG,5
723901,MTG,6
724206,CKING,1
724206,PLOAN,2
724206,AUTO,3
724206,AUTO,4
724306,CKING,1
724306,CKING,2
724416,IRA,1
724416,IRA,2
724420,CKING,1
724420,MMDA,2
724420,CD,3
724420,CCRD,4
724420,CKCRD,5
724420,CKCRD,6
724444,CKING,1
724444,MMDA,2
724444,ATM,3
724444,TRUST,4
724444,TRUST,5
724469,CKING,1
724469,SVG,2
724469,ATM,3
724469,AUTO,4
724469,AUTO,5
724478,CKING,1
724478,CKING,2
724622,CKING,1
724622,SVG,2
724622,ATM,3
724622,HMEQLC,4
724622,HMEQLC,5
724665,CKING,1
724665,SVG,2
724665,SVG,3
724723,CKING,1
724723,SVG,2
724723,SVG,3
724868,CKING,1
724868,SVG,2
724868,CD,3
724868,TRUST,4
724868,CKCRD,5
724868,CKCRD,6
724894,CKING,1
724894,MMDA,2
724894,CCRD,3
724894,TRUST,4
724894,TRUST,5
724946,CKING,1
724946,MMDA,2
724946,SVG,3
724946,ATM,4
724946,CCRD,5
724946,HMEQLC,6
724946,HMEQLC,7
725013,AUTO,1
725013,AUTO,2
725264,CKING,1
725264,SVG,2
725264,ATM,3
725264,CCRD,4
725264,HMEQLC,5
725264,HMEQLC,6
725277,SVG,1
725277,SVG,2
725359,SVG,1
725359,SVG,2
725386,CKING,1
725386,MMDA,2
725386,SVG,3
725386,CD,4
725386,CCRD,5
725386,CCRD,6
725423,CKING,1
725423,MMDA,2
725423,CD,3
725423,ATM,4
725423,ATM,5
725556,CKING,1
725556,SVG,2
725556,SVG,3
725684,CKING,1
725684,SVG,2
725684,ATM,3
725684,ATM,4
725723,CKING,1
725723,CCRD,2
725723,CCRD,3
725728,CKING,1
725728,SVG,2
725728,CCRD,3
725728,CKCRD,4
725728,CKCRD,5
725812,CKING,1
725812,CKING,2
725837,CKING,1
725837,CKING,2
725930,SVG,1
725930,SVG,2
726070,CKING,1
726070,CD,2
726070,CD,3
726129,CKING,1
726129,MMDA,2
726129,CD,3
726129,ATM,4
726129,ATM,5
726196,CKING,1
726196,SVG,2
726196,CCRD,3
726196,HMEQLC,4
726196,HMEQLC,5
726242,CKING,1
726242,MMDA,2
726242,CD,3
726242,IRA,4
726242,ATM,5
726242,ATM,6
726319,CKING,1
726319,SVG,2
726319,CD,3
726319,ATM,4
726319,MTG,5
726319,TRUST,6
726319,TRUST,7
726322,CKING,1
726322,SVG,2
726322,CKCRD,3
726322,CKCRD,4
726359,CKING,1
726359,SVG,2
726359,CD,3
726359,ATM,4
726359,ATM,5
726419,CKING,1
726419,SVG,2
726419,HMEQLC,3
726419,HMEQLC,4
726488,SVG,1
726488,CD,2
726488,CD,3
726636,CKING,1
726636,SVG,2
726636,ATM,3
726636,ATM,4
726640,CKING,1
726640,CD,2
726640,CD,3
726684,CKING,1
726684,MMDA,2
726684,SVG,3
726684,ATM,4
726684,ATM,5
726994,CKING,1
726994,MMDA,2
726994,ATM,3
726994,HMEQLC,4
726994,MTG,5
726994,MTG,6
727015,CKING,1
727015,SVG,2
727015,CD,3
727015,TRUST,4
727015,TRUST,5
727169,CKING,1
727169,SVG,2
727169,CCRD,3
727169,CKCRD,4
727169,CKCRD,5
727178,CKING,1
727178,SVG,2
727178,ATM,3
727178,CCRD,4
727178,CCRD,5
727210,SVG,1
727210,MTG,2
727210,MTG,3
727297,CKING,1
727297,CKING,2
727452,SVG,1
727452,SVG,2
727596,CKING,1
727596,MMDA,2
727596,MMDA,3
727608,SVG,1
727608,SVG,2
727681,CKING,1
727681,MMDA,2
727681,ATM,3
727681,ATM,4
727682,CKING,1
727682,SVG,2
727682,SVG,3
727726,CKING,1
727726,SVG,2
727726,CD,3
727726,ATM,4
727726,ATM,5
727733,CKING,1
727733,SVG,2
727733,ATM,3
727733,ATM,4
727760,IRA,1
727760,IRA,2
727875,CKING,1
727875,CD,2
727875,CD,3
727876,CKING,1
727876,ATM,2
727876,MTG,3
727876,MTG,4
727930,CKING,1
727930,SVG,2
727930,CD,3
727930,AUTO,4
727930,AUTO,5
728035,CKING,1
728035,SVG,2
728035,ATM,3
728035,ATM,4
728072,CKING,1
728072,SVG,2
728072,ATM,3
728072,ATM,4
728083,CKING,1
728083,SVG,2
728083,CD,3
728083,ATM,4
728083,CCRD,5
728083,TRUST,6
728083,TRUST,7
728102,CKING,1
728102,CD,2
728102,ATM,3
728102,ATM,4
728105,CKING,1
728105,SVG,2
728105,CD,3
728105,IRA,4
728105,IRA,5
728137,CKING,1
728137,MMDA,2
728137,SVG,3
728137,CD,4
728137,ATM,5
728137,AUTO,6
728137,AUTO,7
728156,CKING,1
728156,SVG,2
728156,CD,3
728156,TRUST,4
728156,TRUST,5
728161,CKING,1
728161,HMEQLC,2
728161,HMEQLC,3
728227,CKING,1
728227,SVG,2
728227,SVG,3
728327,CKING,1
728327,SVG,2
728327,ATM,3
728327,ATM,4
728362,CKING,1
728362,CKING,2
728398,CKING,1
728398,MMDA,2
728398,SVG,3
728398,ATM,4
728398,ATM,5
728462,CKING,1
728462,SVG,2
728462,ATM,3
728462,AUTO,4
728462,AUTO,5
728508,CKING,1
728508,SVG,2
728508,SVG,3
728621,CKING,1
728621,HMEQLC,2
728621,MTG,3
728621,MTG,4
728655,CKING,1
728655,MMDA,2
728655,SVG,3
728655,ATM,4
728655,HMEQLC,5
728655,AUTO,6
728655,AUTO,7
728726,CKING,1
728726,SVG,2
728726,ATM,3
728726,ATM,4
728740,CKING,1
728740,SVG,2
728740,CD,3
728740,ATM,4
728740,ATM,5
728774,CD,1
728774,CD,2
728775,CKING,1
728775,MMDA,2
728775,SVG,3
728775,CD,4
728775,IRA,5
728775,ATM,6
728775,HMEQLC,7
728775,TRUST,8
728775,TRUST,9
728860,CKING,1
728860,SVG,2
728860,HMEQLC,3
728860,AUTO,4
728860,AUTO,5
728893,CKING,1
728893,SVG,2
728893,HMEQLC,3
728893,HMEQLC,4
729025,CD,1
729025,IRA,2
729025,TRUST,3
729025,TRUST,4
729090,CKING,1
729090,SVG,2
729090,SVG,3
729131,CKING,1
729131,SVG,2
729131,HMEQLC,3
729131,HMEQLC,4
729171,CKING,1
729171,SVG,2
729171,CD,3
729171,ATM,4
729171,TRUST,5
729171,TRUST,6
729201,CKING,1
729201,SVG,2
729201,HMEQLC,3
729201,AUTO,4
729201,CKCRD,5
729201,CKCRD,6
729257,CKING,1
729257,SVG,2
729257,CD,3
729257,IRA,4
729257,CKCRD,5
729257,CKCRD,6
729317,CKING,1
729317,SVG,2
729317,SVG,3
729331,CKING,1
729331,SVG,2
729331,ATM,3
729331,ATM,4
729363,CKING,1
729363,CD,2
729363,CD,3
729421,CKING,1
729421,SVG,2
729421,CD,3
729421,IRA,4
729421,ATM,5
729421,AUTO,6
729421,AUTO,7
729434,CKING,1
729434,SVG,2
729434,CD,3
729434,ATM,4
729434,ATM,5
729532,CKING,1
729532,SVG,2
729532,SVG,3
729629,CKING,1
729629,MMDA,2
729629,SVG,3
729629,ATM,4
729629,ATM,5
729670,CKING,1
729670,MMDA,2
729670,SVG,3
729670,ATM,4
729670,AUTO,5
729670,AUTO,6
729683,CKING,1
729683,SVG,2
729683,CD,3
729683,CD,4
729722,SVG,1
729722,CD,2
729722,ATM,3
729722,ATM,4
729731,SVG,1
729731,SVG,2
729747,CKING,1
729747,CKING,2
729845,CKING,1
729845,SVG,2
729845,SVG,3
729996,CKING,1
729996,SVG,2
729996,ATM,3
729996,CCRD,4
729996,CCRD,5
730000,IRA,1
730000,IRA,2
730022,CKING,1
730022,ATM,2
730022,ATM,3
730242,CKING,1
730242,MMDA,2
730242,SVG,3
730242,HMEQLC,4
730242,HMEQLC,5
730291,CKING,1
730291,SVG,2
730291,CD,3
730291,ATM,4
730291,HMEQLC,5
730291,HMEQLC,6
730315,CKING,1
730315,SVG,2
730315,CKCRD,3
730315,CKCRD,4
730358,CKING,1
730358,CD,2
730358,TRUST,3
730358,TRUST,4
730409,CKING,1
730409,HMEQLC,2
730409,HMEQLC,3
730413,CKING,1
730413,CKING,2
730443,SVG,1
730443,SVG,2
730457,SVG,1
730457,CD,2
730457,AUTO,3
730457,AUTO,4
730541,CKING,1
730541,CKING,2
730549,CKING,1
730549,SVG,2
730549,CD,3
730549,CD,4
730597,CKING,1
730597,SVG,2
730597,ATM,3
730597,CCRD,4
730597,CCRD,5
730603,CKING,1
730603,SVG,2
730603,SVG,3
730624,CKING,1
730624,SVG,2
730624,CD,3
730624,IRA,4
730624,IRA,5
730670,CD,1
730670,CD,2
730695,CKING,1
730695,SVG,2
730695,ATM,3
730695,HMEQLC,4
730695,HMEQLC,5
730784,CKING,1
730784,SVG,2
730784,ATM,3
730784,HMEQLC,4
730784,MTG,5
730784,MTG,6
730831,CKING,1
730831,MMDA,2
730831,CCRD,3
730831,TRUST,4
730831,CKCRD,5
730831,CKCRD,6
730838,CKING,1
730838,SVG,2
730838,CD,3
730838,CKCRD,4
730838,CKCRD,5
730858,CD,1
730858,CD,2
730879,CKING,1
730879,SVG,2
730879,ATM,3
730879,CCRD,4
730879,HMEQLC,5
730879,HMEQLC,6
730921,CKING,1
730921,CKING,2
730970,CKING,1
730970,CKING,2
730988,IRA,1
730988,IRA,2
731082,CKING,1
731082,SVG,2
731082,SVG,3
731129,CD,1
731129,CD,2
731219,CKING,1
731219,SVG,2
731219,ATM,3
731219,ATM,4
731225,CKING,1
731225,ATM,2
731225,ATM,3
731257,CKING,1
731257,SVG,2
731257,CD,3
731257,ATM,4
731257,TRUST,5
731257,TRUST,6
731329,CKING,1
731329,SVG,2
731329,ATM,3
731329,ATM,4
731342,CKING,1
731342,MMDA,2
731342,ATM,3
731342,ATM,4
731385,CKING,1
731385,ATM,2
731385,ATM,3
731415,CKING,1
731415,SVG,2
731415,ATM,3
731415,CCRD,4
731415,CCRD,5
731579,CKING,1
731579,SVG,2
731579,SVG,3
731710,CKING,1
731710,MMDA,2
731710,CD,3
731710,CD,4
731718,SVG,1
731718,CD,2
731718,CD,3
731826,CKING,1
731826,SVG,2
731826,CD,3
731826,CD,4
731839,CKING,1
731839,MMDA,2
731839,CD,3
731839,CCRD,4
731839,TRUST,5
731839,CKCRD,6
731839,CKCRD,7
732022,CKING,1
732022,SVG,2
732022,CD,3
732022,ATM,4
732022,ATM,5
732075,CKING,1
732075,SVG,2
732075,ATM,3
732075,AUTO,4
732075,AUTO,5
732196,CKING,1
732196,CD,2
732196,IRA,3
732196,ATM,4
732196,ATM,5
732209,CKING,1
732209,SVG,2
732209,IRA,3
732209,IRA,4
732318,CKING,1
732318,SVG,2
732318,ATM,3
732318,MTG,4
732318,MTG,5
732437,CKING,1
732437,SVG,2
732437,ATM,3
732437,ATM,4
732452,CKING,1
732452,SVG,2
732452,ATM,3
732452,HMEQLC,4
732452,MTG,5
732452,MTG,6
732845,SVG,1
732845,ATM,2
732845,ATM,3
732955,CKING,1
732955,MMDA,2
732955,SVG,3
732955,ATM,4
732955,ATM,5
732972,CKING,1
732972,SVG,2
732972,SVG,3
733011,CKING,1
733011,CD,2
733011,CD,3
733117,CKING,1
733117,CD,2
733117,CD,3
733125,CKING,1
733125,ATM,2
733125,ATM,3
733171,CKING,1
733171,SVG,2
733171,ATM,3
733171,AUTO,4
733171,AUTO,5
733181,CKING,1
733181,CD,2
733181,ATM,3
733181,ATM,4
733345,CKING,1
733345,SVG,2
733345,CCRD,3
733345,CKCRD,4
733345,CKCRD,5
733346,IRA,1
733346,IRA,2
733452,CKING,1
733452,MMDA,2
733452,SVG,3
733452,CD,4
733452,IRA,5
733452,ATM,6
733452,ATM,7
733504,CKING,1
733504,MMDA,2
733504,MMDA,3
733537,CKING,1
733537,CD,2
733537,TRUST,3
733537,TRUST,4
733876,CKING,1
733876,MMDA,2
733876,ATM,3
733876,ATM,4
733890,CKING,1
733890,CKING,2
733923,IRA,1
733923,IRA,2
734008,CKING,1
734008,MMDA,2
734008,IRA,3
734008,IRA,4
734066,CKING,1
734066,CD,2
734066,CD,3
734157,CKING,1
734157,SVG,2
734157,ATM,3
734157,CCRD,4
734157,CCRD,5
734243,CKING,1
734243,SVG,2
734243,ATM,3
734243,ATM,4
734387,CKING,1
734387,SVG,2
734387,ATM,3
734387,HMEQLC,4
734387,HMEQLC,5
734419,CKING,1
734419,SVG,2
734419,ATM,3
734419,ATM,4
734447,CKING,1
734447,MMDA,2
734447,ATM,3
734447,HMEQLC,4
734447,HMEQLC,5
734463,CKING,1
734463,SVG,2
734463,ATM,3
734463,CCRD,4
734463,MTG,5
734463,MTG,6
734466,CKING,1
734466,MMDA,2
734466,SVG,3
734466,CD,4
734466,CD,5
734477,CKING,1
734477,HMEQLC,2
734477,AUTO,3
734477,CKCRD,4
734477,CKCRD,5
734651,CKING,1
734651,ATM,2
734651,PLOAN,3
734651,AUTO,4
734651,AUTO,5
734716,CKING,1
734716,SVG,2
734716,SVG,3
734836,CKING,1
734836,CD,2
734836,CD,3
734837,CKING,1
734837,MMDA,2
734837,MMDA,3
734840,CKING,1
734840,SVG,2
734840,CD,3
734840,CD,4
734879,CKING,1
734879,SVG,2
734879,ATM,3
734879,CCRD,4
734879,HMEQLC,5
734879,HMEQLC,6
734880,CD,1
734880,CD,2
734894,CKING,1
734894,CCRD,2
734894,AUTO,3
734894,AUTO,4
734937,CKING,1
734937,MMDA,2
734937,SVG,3
734937,CD,4
734937,ATM,5
734937,AUTO,6
734937,AUTO,7
734981,CKING,1
734981,ATM,2
734981,ATM,3
735028,CKING,1
735028,SVG,2
735028,CD,3
735028,ATM,4
735028,CCRD,5
735028,HMEQLC,6
735028,PLOAN,7
735028,PLOAN,8
735132,CKING,1
735132,SVG,2
735132,ATM,3
735132,ATM,4
735144,CKING,1
