,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_above_median
14177,Newport,46A Schutt St,4,h,923000.0,S,Williams,12/08/2017,6.2,3015.0,4.0,2.0,2.0,224.0,,,Hobsons Bay City Council,-37.83859,144.88128,Western Metropolitan,5498.0,1
14178,Newport,2/22 Thorpe St,2,u,600000.0,S,RT,12/08/2017,6.2,3015.0,2.0,1.0,1.0,163.0,,1990.0,Hobsons Bay City Council,-37.84608,144.86525,Western Metropolitan,5498.0,0
14179,Niddrie,45 Muriel St,3,h,1230000.0,S,Barry,12/08/2017,10.4,3042.0,3.0,2.0,1.0,324.0,207.0,2016.0,Moonee Valley City Council,-37.7431,144.88721999999999,Western Metropolitan,2291.0,1
14180,Noble Park,1/6 Kirk St,3,t,622000.0,S,iSell,12/08/2017,22.7,3174.0,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,11806.0,0
14181,North Melbourne,60 Arden St,4,h,1475000.0,S,Jellis,12/08/2017,1.8,3051.0,4.0,2.0,1.0,137.0,,,Melbourne City Council,-37.80072,144.9496,Northern Metropolitan,6821.0,1
14182,North Melbourne,50/171 Flemington Rd,2,u,450000.0,VB,Jellis,12/08/2017,1.8,3051.0,2.0,1.0,1.0,0.0,,1983.0,Melbourne City Council,-37.7955,144.94922,Northern Metropolitan,6821.0,0
14183,North Melbourne,19/49 Haines St,2,u,525000.0,PI,Woodards,12/08/2017,1.8,3051.0,2.0,1.0,1.0,1618.0,,,Melbourne City Council,-37.79878,144.94746999999998,Northern Metropolitan,6821.0,0
14184,Northcote,41 Barry St,3,h,1225000.0,S,Woodards,12/08/2017,5.3,3070.0,3.0,1.0,2.0,260.0,,,Darebin City Council,-37.77985,144.99528,Northern Metropolitan,11364.0,1
14185,Northcote,105/2 Beavers Rd,2,u,520000.0,PI,McGrath,12/08/2017,5.3,3070.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11364.0,0
14186,Northcote,40 Gadd St,4,h,1955000.0,SP,McGrath,12/08/2017,5.3,3070.0,4.0,2.0,1.0,5.0,,,Darebin City Council,-37.7628,144.99375,Northern Metropolitan,11364.0,1
14187,Northcote,21 Simpson St,3,h,2775000.0,S,McGrath,12/08/2017,5.3,3070.0,3.0,1.0,2.0,901.0,,,Darebin City Council,-37.78062,145.00627,Northern Metropolitan,11364.0,1
14188,Northcote,303/231 St Georges Rd,2,u,673000.0,S,McGrath,12/08/2017,5.3,3070.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11364.0,0
14189,Nunawading,23 High St,3,h,1310000.0,S,Fletchers,12/08/2017,15.4,3131.0,3.0,1.0,2.0,717.0,,,Manningham City Council,-37.826879999999996,145.17163,Eastern Metropolitan,4973.0,1
14190,Oakleigh,6 Gillon Ct,4,h,1415000.0,S,Woodards,12/08/2017,12.3,3166.0,4.0,2.0,3.0,588.0,,1970.0,Monash City Council,-37.89215,145.10472,Southern Metropolitan,3224.0,1
14191,Oakleigh South,3/6 Reid St,2,u,601000.0,SP,Ray,12/08/2017,15.5,3167.0,2.0,1.0,1.0,0.0,62.0,1980.0,Kingston City Council,-37.91061,145.0862,South-Eastern Metropolitan,3692.0,0
14192,Ormond,12/26 Lillimur Rd,2,u,440000.0,VB,Gary,12/08/2017,11.4,3204.0,2.0,1.0,1.0,1100.0,,,Glen Eira City Council,-37.90188,145.04172,Southern Metropolitan,3578.0,0
14193,Ormond,22/30 Lillimur Rd,1,u,370000.0,S,Woodards,12/08/2017,11.4,3204.0,1.0,1.0,1.0,2029.0,54.0,2009.0,Glen Eira City Council,-37.90143,145.04183999999998,Southern Metropolitan,3578.0,0
14194,Parkdale,8 Hicks St,3,h,1051000.0,S,Ray,12/08/2017,21.5,3195.0,3.0,2.0,2.0,597.0,,,Kingston City Council,-37.98703,145.09131000000002,South-Eastern Metropolitan,5087.0,1
14195,Parkdale,1/41 Seventh St,3,t,1206000.0,S,Buxton,12/08/2017,21.5,3195.0,3.0,2.0,2.0,300.0,,,Kingston City Council,-37.98833,145.07741000000001,South-Eastern Metropolitan,5087.0,1
14196,Parkdale,2/31 Victoria St,3,t,915000.0,S,Purplebricks,12/08/2017,21.5,3195.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,5087.0,1
14197,Pascoe Vale,1/22 Archibald St,3,t,900000.0,S,Nelson,12/08/2017,8.5,3044.0,3.0,2.0,1.0,0.0,149.0,2014.0,Moreland City Council,-37.72882,144.93301,Northern Metropolitan,7485.0,1
14198,Pascoe Vale,2/20 Bristol Rd,3,t,550000.0,PI,Ray,12/08/2017,8.5,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0,0
14199,Pascoe Vale,4/46 Kent Rd,2,t,500000.0,SP,Eview,12/08/2017,8.5,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0,0
14200,Pascoe Vale,14 Oakbank Gr,3,h,940000.0,S,Brad,12/08/2017,8.5,3044.0,3.0,1.0,2.0,587.0,,,Moreland City Council,-37.731120000000004,144.94418000000002,Northern Metropolitan,7485.0,1
14201,Pascoe Vale,114/15 Pascoe St,2,u,412500.0,S,Barry,12/08/2017,8.5,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0,0
14202,Pascoe Vale,2/566 Pascoe Vale Rd,1,u,257500.0,S,Brad,12/08/2017,8.5,3044.0,1.0,1.0,1.0,0.0,35.0,1970.0,Moreland City Council,-37.7237,144.92231999999998,Northern Metropolitan,7485.0,0
14203,Pascoe Vale,4/566 Pascoe Vale Rd,1,u,257500.0,S,Brad,12/08/2017,8.5,3044.0,1.0,1.0,1.0,995.0,35.0,1970.0,Moreland City Council,-37.7237,144.92231999999998,Northern Metropolitan,7485.0,0
14204,Pascoe Vale,17 Valerie St,3,h,1114000.0,S,Brad,12/08/2017,8.5,3044.0,3.0,2.0,2.0,256.0,190.0,2017.0,Moreland City Council,-37.72034,144.93788,Northern Metropolitan,7485.0,1
14205,Pascoe Vale,1/3 Virginia St,2,h,635000.0,S,Nelson,12/08/2017,8.5,3044.0,,,,,,,Moreland City Council,,,Northern Metropolitan,7485.0,0
14206,Point Cook,4 Hewett Dr,3,h,520000.0,SP,LJ,12/08/2017,14.7,3030.0,3.0,2.0,2.0,312.0,185.0,2014.0,Wyndham City Council,-37.89273,144.72558999999998,Western Metropolitan,15542.0,0
14207,Point Cook,133 Lennon Bvd,4,h,715000.0,S,S&L,12/08/2017,14.7,3030.0,4.0,2.0,2.0,630.0,,2006.0,Wyndham City Council,-37.898070000000004,144.73925,Western Metropolitan,15542.0,0
14208,Port Melbourne,25 Barak Rd,3,h,1900000.0,VB,Marshall,12/08/2017,3.5,3207.0,3.0,2.0,3.0,337.0,,,Melbourne City Council,-37.83802,144.92442,Southern Metropolitan,8648.0,1
14209,Port Melbourne,202/90 Beach St,2,u,1480000.0,S,Cayzer,12/08/2017,3.5,3207.0,2.0,2.0,2.0,0.0,,2000.0,Melbourne City Council,-37.84068,144.93547,Southern Metropolitan,8648.0,1
14210,Port Melbourne,4 Beacon Vs,4,h,2200000.0,VB,Marshall,12/08/2017,3.5,3207.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,8648.0,1
14211,Port Melbourne,305/38 Nott St,2,u,760000.0,S,Chisholm,12/08/2017,3.5,3207.0,2.0,2.0,1.0,0.0,77.0,2013.0,Melbourne City Council,-37.84158,144.93809,Southern Metropolitan,8648.0,0
14212,Prahran,19 Airlie Av,4,h,2635000.0,S,Jellis,12/08/2017,4.6,3181.0,4.0,2.0,2.0,401.0,154.0,1910.0,Stonnington City Council,-37.85565,145.00839,Southern Metropolitan,7717.0,1
14213,Prahran,95 Chomley St,2,h,1250000.0,S,Biggin,12/08/2017,4.6,3181.0,2.0,1.0,0.0,192.0,100.0,1910.0,Stonnington City Council,-37.85562,145.00571000000002,Southern Metropolitan,7717.0,1
14214,Prahran,4/24 Grandview Gr,1,u,400000.0,VB,hockingstuart,12/08/2017,4.6,3181.0,1.0,1.0,2.0,0.0,50.0,1960.0,Stonnington City Council,-37.851259999999996,145.00832,Southern Metropolitan,7717.0,0
14215,Prahran,9 Larnook St,3,h,1705000.0,SA,hockingstuart,12/08/2017,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0,1
14216,Prahran,8 Linden Ct,4,h,4200000.0,S,Marshall,12/08/2017,4.6,3181.0,4.0,2.0,2.0,787.0,275.0,1930.0,Stonnington City Council,-37.85768,145.00253999999998,Southern Metropolitan,7717.0,1
14217,Prahran,11A Percy St,2,h,1310000.0,S,hockingstuart,12/08/2017,4.6,3181.0,2.0,2.0,1.0,78.0,,,Stonnington City Council,-37.85083,144.99092,Southern Metropolitan,7717.0,1
14218,Prahran,20/20 St Edmonds Rd,2,u,626000.0,S,hockingstuart,12/08/2017,4.6,3181.0,2.0,1.0,2.0,0.0,78.0,2000.0,Stonnington City Council,-37.850590000000004,144.99188,Southern Metropolitan,7717.0,0
14219,Preston,19 Bruce St,3,h,1270000.0,S,Nelson,12/08/2017,8.4,3072.0,3.0,2.0,2.0,585.0,,,Darebin City Council,-37.742509999999996,145.0008,Northern Metropolitan,14577.0,1
14220,Preston,210 Gower St,3,h,980000.0,S,Nelson,12/08/2017,8.4,3072.0,3.0,1.0,5.0,581.0,,,Darebin City Council,-37.74118,145.01202,Northern Metropolitan,14577.0,1
14221,Preston,1/20 Laurel St,2,u,460700.0,SP,Harcourts,12/08/2017,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0,0
14222,Preston,66 McNamara St,4,h,1148000.0,S,Nelson,12/08/2017,8.4,3072.0,4.0,1.0,2.0,552.0,140.0,1940.0,Darebin City Council,-37.728790000000004,144.98538,Northern Metropolitan,14577.0,1
14223,Princes Hill,78 Arnold St,3,h,1540000.0,S,Collins,12/08/2017,3.5,3054.0,3.0,2.0,1.0,288.0,,,Yarra City Council,-37.78311,144.96548,Northern Metropolitan,1008.0,1
14224,Reservoir,32A Broadhurst Av,4,h,1210000.0,S,Barry,12/08/2017,12.0,3073.0,4.0,3.0,4.0,725.0,,,Darebin City Council,-37.70833,145.0045,Northern Metropolitan,21650.0,1
14225,Reservoir,13 Clinnick St,3,h,935000.0,S,Nelson,12/08/2017,12.0,3073.0,3.0,1.0,2.0,529.0,99.0,1960.0,Darebin City Council,-37.72017,144.99873,Northern Metropolitan,21650.0,1
14226,Reservoir,22 Dyson St,3,h,510000.0,S,Stockdale,12/08/2017,12.0,3073.0,3.0,2.0,2.0,292.0,119.0,1950.0,Darebin City Council,-37.71331,144.9871,Northern Metropolitan,21650.0,0
14227,Reservoir,39 Gertz Av,5,h,861000.0,S,HAR,12/08/2017,12.0,3073.0,5.0,3.0,2.0,650.0,,,Darebin City Council,-37.69894,145.03411,Northern Metropolitan,21650.0,0
14228,Reservoir,1053 High St,3,h,732000.0,S,Stockdale,12/08/2017,12.0,3073.0,3.0,1.0,2.0,952.0,,,Darebin City Council,-37.699690000000004,145.01039,Northern Metropolitan,21650.0,0
14229,Reservoir,2/33 Nisbett St,2,t,360000.0,VB,RW,12/08/2017,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,0
14230,Reservoir,13 Nutwood St,4,h,755000.0,SP,Ray,12/08/2017,12.0,3073.0,4.0,2.0,2.0,479.0,157.0,1995.0,Darebin City Council,-37.70952,145.033,Northern Metropolitan,21650.0,0
14231,Reservoir,12 Odowd St,2,h,640000.0,PI,Barry,12/08/2017,12.0,3073.0,,,,,,,Darebin City Council,-37.7185,145.01637,Northern Metropolitan,21650.0,0
14232,Reservoir,1/72 Pine St,1,u,325000.0,S,Barry,12/08/2017,12.0,3073.0,1.0,1.0,1.0,60.0,,1970.0,Darebin City Council,-37.71751,144.99849,Northern Metropolitan,21650.0,0
14233,Reservoir,52 Powell St,4,h,1200000.0,S,Nelson,12/08/2017,12.0,3073.0,4.0,2.0,2.0,499.0,260.0,1940.0,Darebin City Council,-37.72614,144.99892,Northern Metropolitan,21650.0,1
14234,Richmond,6/1 Ellis St,2,u,595000.0,S,Biggin,12/08/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,0
14235,Richmond,3/21 Somerset St,2,u,590000.0,SP,Jellis,12/08/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,0
14236,Ringwood,12 Gordon Ct,3,h,1450000.0,VB,McGrath,12/08/2017,19.9,3134.0,3.0,2.0,2.0,1555.0,,,Maroondah City Council,-37.8357,145.22564,Eastern Metropolitan,7785.0,1
14237,Ringwood,6A Heather Gr,3,h,800000.0,S,RW,12/08/2017,19.9,3134.0,3.0,2.0,1.0,461.0,133.0,2005.0,Maroondah City Council,-37.825359999999996,145.22228,Eastern Metropolitan,7785.0,0
14238,Ringwood,1/14 Paxton St,2,u,655000.0,S,Carter,12/08/2017,19.9,3134.0,2.0,1.0,1.0,306.0,,,Maroondah City Council,-37.804359999999996,145.23338999999999,Eastern Metropolitan,7785.0,0
14239,Ringwood North,41 Felix Cr,4,h,812000.0,SP,Appleby,12/08/2017,19.9,3134.0,4.0,2.0,2.0,962.0,,,Manningham City Council,-37.80161,145.22151000000002,Eastern Metropolitan,3619.0,0
14240,Rosanna,157 Bellevue Av,3,h,1400000.0,PI,Fletchers,12/08/2017,8.9,3084.0,3.0,2.0,2.0,697.0,,,Banyule City Council,-37.73165,145.06564,Eastern Metropolitan,3540.0,1
14241,Rosanna,7 Pilgrim Ct,5,h,1170000.0,S,Miles,12/08/2017,8.9,3084.0,5.0,3.0,3.0,694.0,210.0,1975.0,Banyule City Council,-37.73968,145.07973,Eastern Metropolitan,3540.0,1
14242,Rowville,38 Armstrong Dr,5,h,970000.0,S,Harcourts,12/08/2017,23.5,3178.0,5.0,3.0,2.0,725.0,,,Knox City Council,-37.92739,145.25705,South-Eastern Metropolitan,11667.0,1
14243,Sandringham,26 Kirkwood Av,5,h,3350000.0,VB,Buxton,12/08/2017,15.2,3191.0,5.0,4.0,4.0,700.0,,,Bayside City Council,-37.95762,145.01418,Southern Metropolitan,4497.0,1
14244,Sandringham,76 Vincent St,5,h,2255000.0,S,Buxton,12/08/2017,15.2,3191.0,5.0,3.0,2.0,556.0,,2012.0,Bayside City Council,-37.95017,145.02053999999998,Southern Metropolitan,4497.0,1
14245,Scoresby,5 Drysdale Ct,3,h,870000.0,SP,hockingstuart,12/08/2017,22.2,3179.0,3.0,2.0,2.0,590.0,151.0,1981.0,Knox City Council,-37.89628,145.22294,Eastern Metropolitan,2206.0,0
14246,Seddon,124 Albert St,4,h,1870000.0,S,Jas,12/08/2017,5.1,3011.0,4.0,2.0,2.0,457.0,,,Maribyrnong City Council,-37.80803,144.89601000000002,Western Metropolitan,2417.0,1
14247,South Melbourne,13/297 Dorcas St,3,t,1750000.0,VB,Greg,12/08/2017,1.9,3205.0,3.0,3.0,2.0,100.0,,,Port Phillip City Council,-37.83453,144.95782,Southern Metropolitan,5943.0,1
14248,South Melbourne,426 Dorcas St,4,h,1800000.0,VB,Greg,12/08/2017,1.9,3205.0,4.0,3.0,1.0,153.0,93.0,1900.0,Port Phillip City Council,-37.83591,144.94963,Southern Metropolitan,5943.0,1
14249,South Melbourne,173 Nelson Rd,4,h,3825000.0,S,Greg,12/08/2017,1.9,3205.0,4.0,3.0,0.0,280.0,,1890.0,Port Phillip City Council,-37.83923,144.95113,Southern Metropolitan,5943.0,1
14250,South Morang,15 Vincent Dr,4,h,485000.0,S,Love,12/08/2017,20.5,3752.0,4.0,2.0,2.0,196.0,163.0,2008.0,Whittlesea City Council,-37.638729999999995,145.07805,Northern Metropolitan,7969.0,0
14251,South Yarra,2/1 Alexandra Av,2,u,1350000.0,S,Kay,12/08/2017,2.7,3141.0,2.0,2.0,1.0,0.0,109.0,1930.0,Melbourne City Council,-37.82863,144.98514,Southern Metropolitan,14887.0,1
14252,South Yarra,18/27 Avoca St,2,u,621000.0,S,Jellis,12/08/2017,2.7,3141.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887.0,0
14253,South Yarra,44/100 Commercial Rd,3,u,940000.0,S,hockingstuart,12/08/2017,2.7,3141.0,3.0,2.0,3.0,0.0,20.0,,Melbourne City Council,-37.8453,144.98487,Southern Metropolitan,14887.0,1
14254,South Yarra,10/20 Cromwell Rd,1,u,410000.0,PI,Jellis,12/08/2017,2.7,3141.0,1.0,1.0,1.0,0.0,50.0,1960.0,Melbourne City Council,-37.8446,145.00018,Southern Metropolitan,14887.0,0
14255,South Yarra,2/12 Kensington Rd,2,u,980000.0,SP,Jellis,12/08/2017,2.7,3141.0,2.0,1.0,0.0,0.0,,,Melbourne City Council,-37.83873,145.00133,Southern Metropolitan,14887.0,1
14256,South Yarra,104/5 Wilson St,1,u,380000.0,PI,hockingstuart,12/08/2017,2.7,3141.0,1.0,1.0,0.0,0.0,,,Melbourne City Council,-37.84368,144.99577,Southern Metropolitan,14887.0,0
14257,Southbank,17/30 Miles St,2,u,625000.0,S,hockingstuart,12/08/2017,0.7,3006.0,2.0,1.0,1.0,0.0,88.0,,Melbourne City Council,-37.8281,144.96627,Southern Metropolitan,8400.0,0
14258,Springvale,67 Glendale Rd,6,h,917000.0,S,Barry,12/08/2017,20.8,3171.0,6.0,2.0,2.0,869.0,,,Greater Dandenong City Council,-37.93594,145.14674,South-Eastern Metropolitan,7412.0,1
14259,St Albans,38 Charlbury Gr,4,h,632500.0,S,YPA,12/08/2017,14.0,3021.0,4.0,2.0,2.0,592.0,,,Brimbank City Council,-37.73084,144.78348,Western Metropolitan,14042.0,0
14260,St Albans,148 Power St,3,h,702000.0,SP,Sweeney,12/08/2017,14.0,3021.0,0.0,0.0,0.0,600.0,,,Brimbank City Council,-37.72945,144.79592,Western Metropolitan,14042.0,0
14261,St Kilda,12/14 Chapel St,2,u,701000.0,SP,McGrath,12/08/2017,5.0,3182.0,2.0,1.0,0.0,0.0,107.0,1950.0,Port Phillip City Council,-37.86257,144.99161,Southern Metropolitan,13240.0,0
14262,St Kilda,48 Greeves St,4,h,1600000.0,VB,Gary,12/08/2017,5.0,3182.0,4.0,2.0,3.0,613.0,160.0,1910.0,Port Phillip City Council,-37.86667,144.98324,Southern Metropolitan,13240.0,1
14263,Strathmore,78 Bulla Rd,7,h,2000000.0,SP,Nelson,12/08/2017,8.2,3041.0,7.0,3.0,4.0,608.0,355.0,1999.0,Moonee Valley City Council,-37.73681,144.90587,Western Metropolitan,3284.0,1
14264,Strathmore,5 Kilburn St,4,h,1610000.0,S,Considine,12/08/2017,8.2,3041.0,4.0,3.0,2.0,861.0,274.0,1955.0,Moonee Valley City Council,-37.73154,144.92243,Western Metropolitan,3284.0,1
14265,Strathmore,38 Upland Rd,3,h,1742000.0,S,Barry,12/08/2017,8.2,3041.0,3.0,2.0,3.0,697.0,,,Moonee Valley City Council,-37.74057,144.92172,Western Metropolitan,3284.0,1
14266,Strathmore,47 York St,3,h,1016000.0,S,Considine,12/08/2017,8.2,3041.0,3.0,2.0,1.0,304.0,,,Moonee Valley City Council,-37.734559999999995,144.91521,Western Metropolitan,3284.0,1
14267,Sunshine,75 Duke St,3,h,700000.0,SP,S&L,12/08/2017,10.5,3020.0,3.0,2.0,1.0,485.0,130.0,1950.0,Brimbank City Council,-37.78703,144.84569,Western Metropolitan,3755.0,0
14268,Sunshine,2/49 Hampshire Rd,2,u,532500.0,S,Jas,12/08/2017,10.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,3755.0,0
14269,Sunshine,3/7 Station Pl,2,t,615000.0,S,Jas,12/08/2017,10.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,3755.0,0
14270,Sunshine,80 Wright St,2,h,615000.0,SP,Barry,12/08/2017,10.5,3020.0,2.0,1.0,0.0,418.0,94.0,1940.0,Brimbank City Council,-37.79595,144.83206,Western Metropolitan,3755.0,0
14271,Sunshine West,60 Murray St,3,h,650000.0,VB,hockingstuart,12/08/2017,10.5,3020.0,3.0,1.0,2.0,691.0,,,Brimbank City Council,-37.78825,144.80098999999998,Western Metropolitan,6763.0,0
14272,Surrey Hills,37 Newton St,5,h,2400000.0,VB,Fletchers,12/08/2017,10.2,3127.0,5.0,3.0,2.0,593.0,309.0,2016.0,Boroondara City Council,-37.831990000000005,145.10877,Southern Metropolitan,5457.0,1
14273,Surrey Hills,3/51 Park Rd,3,t,938000.0,S,Jellis,12/08/2017,10.2,3127.0,3.0,1.0,2.0,271.0,,,Boroondara City Council,-37.8364,145.10609,Southern Metropolitan,5457.0,1
14274,Surrey Hills,66 Union Rd,4,h,2290000.0,SA,Fletchers,12/08/2017,10.2,3127.0,4.0,2.0,2.0,910.0,,,Boroondara City Council,-37.82933,145.09642,Southern Metropolitan,5457.0,1
14275,Surrey Hills,424 Whitehorse Rd,3,h,1775000.0,PI,Jellis,12/08/2017,10.2,3127.0,3.0,2.0,2.0,780.0,,,Boroondara City Council,-37.814029999999995,145.08968000000002,Southern Metropolitan,5457.0,1
14276,Sydenham,8 Stockyard Cl,3,h,659500.0,S,Purplebricks,12/08/2017,18.0,3037.0,3.0,2.0,4.0,665.0,,,Brimbank City Council,-37.699690000000004,144.7685,Western Metropolitan,3640.0,0
14277,Tarneit,37 Tyler Cr,4,h,505000.0,SP,Purplebricks,12/08/2017,18.4,3029.0,4.0,2.0,2.0,498.0,167.0,2010.0,Wyndham City Council,-37.84267,144.65407,Western Metropolitan,10160.0,0
14278,Tarneit,4 Welford St,4,h,560000.0,SP,Reliance,12/08/2017,18.4,3029.0,4.0,2.0,2.0,452.0,159.0,2009.0,Wyndham City Council,-37.83851,144.6887,Western Metropolitan,10160.0,0
14279,Taylors Lakes,21 Fastnet Dr,4,h,701000.0,S,Prof.,12/08/2017,15.5,3038.0,4.0,2.0,2.0,651.0,,,Brimbank City Council,-37.70847,144.78413,Western Metropolitan,5336.0,0
14280,Templestowe,7 Atkinson St,4,h,2600000.0,S,Jellis,12/08/2017,15.5,3106.0,4.0,2.0,3.0,1330.0,,,Manningham City Council,-37.75343,145.11958,Eastern Metropolitan,6202.0,1
14281,Templestowe,67 Hawtin St,4,h,1205000.0,S,Barry,12/08/2017,15.5,3106.0,4.0,2.0,2.0,646.0,167.0,1980.0,Manningham City Council,-37.758070000000004,145.13478,Eastern Metropolitan,6202.0,1
14282,Templestowe,270 Serpells Rd,5,h,1750000.0,PI,Ray,12/08/2017,15.5,3106.0,5.0,3.0,2.0,787.0,334.0,1990.0,Manningham City Council,-37.76873,145.15894,Eastern Metropolitan,6202.0,1
14283,Templestowe,25 Templemore Dr,4,h,1350000.0,VB,Jellis,12/08/2017,15.5,3106.0,4.0,2.0,2.0,1025.0,,1980.0,Manningham City Council,-37.75334,145.16655,Eastern Metropolitan,6202.0,1
14284,Templestowe,5 Timothy Ct,5,h,2300000.0,PI,Ray,12/08/2017,15.5,3106.0,5.0,3.0,3.0,4001.0,,1995.0,Manningham City Council,-37.74508,145.15341,Eastern Metropolitan,6202.0,1
14285,Templestowe,4 Wynnewood Ct,5,h,2330000.0,S,Barry,12/08/2017,15.5,3106.0,5.0,2.0,2.0,862.0,,,Manningham City Council,-37.75571,145.15521,Eastern Metropolitan,6202.0,1
14286,Templestowe Lower,9a Balmoral Aveue,3,h,1035000.0,SA,Ray,12/08/2017,12.4,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0,1
14287,Templestowe Lower,38 Caroline Dr,3,h,1350000.0,S,Jellis,12/08/2017,12.4,3107.0,3.0,2.0,3.0,725.0,,,Manningham City Council,-37.76616,145.11207,Eastern Metropolitan,5420.0,1
14288,Templestowe Lower,53 Fyfe Dr,5,h,1410000.0,PI,Barry,12/08/2017,12.4,3107.0,5.0,2.0,2.0,648.0,250.0,1975.0,Manningham City Council,-37.77033,145.1214,Eastern Metropolitan,5420.0,1
14289,Templestowe Lower,1/17 Howitt Dr,4,t,1120000.0,PI,Barry,12/08/2017,12.4,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0,1
14290,Templestowe Lower,24 Marcus Rd,3,h,1204000.0,S,Ray,12/08/2017,12.4,3107.0,3.0,1.0,2.0,716.0,,,Manningham City Council,-37.77006,145.10429,Eastern Metropolitan,5420.0,1
14291,The Basin,14 Bayview Cr,3,h,610000.0,S,iTRAK,12/08/2017,27.0,3154.0,3.0,1.0,0.0,1281.0,,,Knox City Council,-37.863,145.30716,Eastern Metropolitan,1690.0,0
14292,Thomastown,8 Barbara Ct,4,h,760000.0,PI,hockingstuart,12/08/2017,15.3,3074.0,4.0,1.0,2.0,695.0,,,Whittlesea City Council,-37.67877,145.03656,Northern Metropolitan,7955.0,0
14293,Thomastown,5 Natalie Ct,3,h,670000.0,S,HAR,12/08/2017,15.3,3074.0,3.0,2.0,2.0,541.0,121.0,1980.0,Whittlesea City Council,-37.672309999999996,145.00556,Northern Metropolitan,7955.0,0
14294,Thornbury,189A Miller St,2,t,675000.0,S,Nelson,12/08/2017,7.0,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0,0
14295,Toorak,3/716 Orrong Rd,3,u,1860000.0,S,Scott,12/08/2017,4.1,3142.0,3.0,2.0,2.0,0.0,176.0,1930.0,Stonnington City Council,-37.8404,145.01425,Southern Metropolitan,7217.0,1
14296,Toorak,9/758 Orrong Rd,3,u,1400000.0,VB,Marshall,12/08/2017,4.1,3142.0,3.0,2.0,2.0,0.0,,1975.0,Stonnington City Council,-37.83725,145.01476,Southern Metropolitan,7217.0,1
14297,Toorak,6/14 Woorigoleen Rd,3,u,1350000.0,PI,Castran,12/08/2017,4.1,3142.0,3.0,2.0,1.0,187.0,133.0,1940.0,Stonnington City Council,-37.84297,145.01819,Southern Metropolitan,7217.0,1
14298,Travancore,112 Baroda St,4,h,2070000.0,PI,Nelson,12/08/2017,4.3,3032.0,4.0,3.0,2.0,291.0,,,Moonee Valley City Council,-37.777840000000005,144.93482,Western Metropolitan,1052.0,1
14299,Vermont,25 Caldwell Rd,3,h,865000.0,SA,Philip,12/08/2017,17.2,3133.0,3.0,1.0,2.0,603.0,,,Maroondah City Council,-37.835,145.21086,Eastern Metropolitan,4181.0,0
14300,Vermont,11 Manhattan Sq,4,h,980000.0,S,hockingstuart,12/08/2017,17.2,3133.0,4.0,2.0,0.0,539.0,192.0,1978.0,Maroondah City Council,-37.834590000000006,145.21264,Eastern Metropolitan,4181.0,1
14301,Vermont South,9 Coltain St,4,h,950000.0,VB,Fletchers,12/08/2017,17.2,3133.0,4.0,2.0,2.0,660.0,,,Whitehorse City Council,-37.84902,145.18276,Eastern Metropolitan,4280.0,1
14302,Viewbank,32 Sherlowe Cr,4,h,1295000.0,S,Miles,12/08/2017,8.9,3084.0,4.0,2.0,2.0,702.0,,,Banyule City Council,-37.73226,145.09855,Eastern Metropolitan,2698.0,1
14303,Watsonia,11 Eclipse Cr,4,h,788800.0,S,Barry,12/08/2017,14.5,3087.0,4.0,2.0,4.0,631.0,,,Banyule City Council,-37.7156,145.08875,Northern Metropolitan,2329.0,0
14304,Watsonia,1B High St,3,h,900000.0,S,Barry,12/08/2017,14.5,3087.0,3.0,2.0,2.0,280.0,,,Banyule City Council,-37.71147,145.08003,Northern Metropolitan,2329.0,1
14305,Watsonia,61 Princes St,3,h,700000.0,S,Morrison,12/08/2017,14.5,3087.0,3.0,1.0,1.0,530.0,,,Banyule City Council,-37.70598,145.07713,Northern Metropolitan,2329.0,0
