TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,00119664,,6,11,4,7,25,25.83,21,25,20,53,12,31,47,5,14,16,S,1,34,,M,U,136600,36,0
0,00118931,,5,20,3,9,5,4.8,3.4,4.67,19,124,7,22,42,4,11,16,A,1,16,77,F,H,66900,33,46261
0,00119746,,0,8,0,2,35,0,29,,23,67,13,13,58,6,6,21,A,0,24,56,F,H,89100,25,64968
1,00118819,20,4,9,4,6,20,15.5,12.33,15.5,15,76,15,35,54,6,15,20,A,0,24,,F,U,78600,26,0
1,00119801,25,3,6,2,4,17,19,14.67,21,20,52,14,34,46,6,15,18,A,0,40,37,F,U,87300,36,0
0,00119799,,1,1,0,0,15,15,15,,16,16,11,16,13,4,4,5,F,0,40,40,M,H,92000,31,43125
1,00119830,14,1,18,1,13,10,10,11.5,10,16,128,8,17,63,4,10,26,A,1,48,,M,U,36000,29,38438
1,00119843,20,1,7,1,4,15,15,14.29,15,24,93,11,31,63,6,15,24,A,0,45,85,F,U,41700,32,51017
1,00119868,10,4,14,3,12,10,9.25,10.43,10,21,119,13,31,70,6,15,28,S,1,35,84,F,H,69600,40,43110
1,00119861,21,0,10,0,6,15,0,15.1,,18,88,13,13,57,6,6,24,A,1,36,62,M,U,45600,34,43110
0,00119848,,1,1,1,1,25,25,25,25,16,16,12,17,14,5,7,6,F,0,36,30,M,U,41300,49,43110
1,00007924,12,3,24,3,15,11,11.33,9,11.33,17,129,19,33,97,3,12,31,A,1,00,78,F,U,47100,0,0
1,00185904,13,2,13,2,11,3,12,7.08,12,9,128,16,32,65,5,12,25,A,1,14,39,F,H,144800,27,84676
1,00186170,17,3,18,2,13,15,15.67,13.39,15,10,129,21,42,87,7,17,33,S,1,49,79,M,U,59100,25,51013
1,00119902,5,5,8,2,3,10,10,10,10,18,41,6,24,28,4,14,13,S,1,53,75,M,H,32100,35,38247
0,00119937,,5,7,2,4,10,8.6,7.86,8,15,45,12,32,35,6,15,15,A,0,45,44,M,U,42200,37,44554
1,00119966,11,1,17,1,14,11,11,8.06,11,19,121,11,28,70,4,11,27,A,1,41,64,F,H,32100,30,0
0,00119973,,3,7,3,4,13,9.33,11.86,9.33,22,52,13,34,42,6,16,17,A,0,36,81,M,H,49900,40,40625
1,00119978,15,4,6,0,0,10,9.5,8.17,,15,32,12,28,28,5,5,11,A,0,39,39,M,U,48800,59,36338
1,00120022,20,3,3,1,1,10,10,10,10,22,32,11,25,24,5,11,9,A,0,35,43,F,H,82500,55,43918
0,00120032,,1,3,0,1,15,15,11.67,,19,77,10,22,30,4,4,11,A,0,45,47,F,U,55300,36,32868
1,00120041,8,3,7,1,4,10,7,6.29,7,18,64,13,29,43,6,12,16,S,1,36,38,F,H,44200,32,46556
1,00120050,21,1,1,1,1,15,15,15,15,19,19,10,15,12,4,6,5,F,0,45,,M,U,28100,23,34280
1,00155045,10,4,4,2,2,7,8,8,7.5,15,29,14,25,25,5,10,9,A,1,53,,M,U,46800,31,0
1,00120089,15,2,3,1,2,15,11,9,15,23,52,10,22,32,4,8,12,A,0,45,67,F,U,41900,31,46620
1,00120107,26,1,12,1,7,30,30,18.08,30,21,123,14,33,75,6,15,31,S,1,53,79,M,U,22500,30,33594
1,00120115,200,4,8,3,5,50,43.75,40.88,41.67,24,68,14,36,56,6,17,22,A,0,53,27,M,U,27400,44,33874
1,00120128,15,2,2,1,1,15,14,14,13,19,28,10,23,21,4,10,9,A,0,45,62,F,U,41700,25,30694
1,00120145,25,3,10,1,4,25,13.67,10.4,11,17,112,13,35,62,6,17,27,A,1,49,,M,H,54800,34,38726
1,00120166,12,2,14,1,6,12,11,9.21,12,24,125,10,29,65,5,13,27,A,1,53,71,F,H,28900,42,36250
0,00119238,,2,2,2,2,20,12.5,12.5,12.5,16,28,13,25,23,5,10,9,A,0,40,35,M,H,50600,38,38750
1,00120189,25,1,8,1,6,25,25,19.38,25,25,122,11,31,67,6,15,30,A,1,36,,M,H,49200,35,39969
1,00120203,20,3,5,1,2,20,18.33,14,10,26,79,7,23,32,3,11,13,A,0,46,62,F,U,56700,45,0
0,00120209,,4,6,3,3,20,10,11,9,18,29,13,25,24,6,12,10,A,1,41,55,M,U,0,0,0
1,00120224,12,4,27,3,17,12,7.5,4,6,17,122,6,22,69,3,12,28,A,1,30,70,F,H,39100,51,35789
0,00120220,,3,5,3,5,30,15.67,11.4,15.67,23,53,13,33,40,6,15,17,A,1,30,71,F,H,37500,25,35789
1,00120249,10,1,9,0,3,20,20,10.78,,24,90,11,31,53,6,6,23,A,1,42,63,F,H,70000,41,46618
1,00039078,15,1,9,1,5,15,15,11.67,15,21,75,14,33,57,6,15,22,A,1,33,58,F,U,29800,26,0
1,00120265,3,5,19,4,13,6,3.4,3.21,3.5,18,130,12,31,69,6,15,30,S,1,53,,U,U,35200,28,0
0,00120291,,6,16,4,8,6,6.17,5.44,6,17,66,14,36,57,6,17,24,S,1,39,66,M,U,56300,38,0
0,00120296,,1,15,1,10,20,20,7.93,20,20,105,13,30,61,6,13,25,A,1,39,61,F,H,57500,38,41268
1,00014394,10,1,1,0,0,0,25,25,,18,20,13,20,18,5,5,7,F,0,39,28,M,U,63100,34,47878
0,00120449,,1,1,1,1,25,25,25,25,21,21,11,18,16,5,8,7,F,0,41,73,F,U,49100,21,41594
1,00120461,20,2,5,0,2,20,19,16.4,,18,75,8,23,36,4,4,15,A,0,49,53,F,U,54700,34,47607
0,00120463,,7,14,6,10,7,6.43,6.57,6.17,17,76,13,31,56,6,17,22,S,1,45,37,M,H,34300,34,50256
1,00113680,30,1,1,1,1,20,20,20,20,17,17,13,17,15,5,7,6,F,0,41,45,M,H,33100,32,42708
1,00120509,10,2,17,1,10,10,10,8.29,10,15,129,7,21,53,3,9,22,A,1,53,82,F,U,33700,27,37188
1,00128496,6,5,6,4,5,10,8.4,8.67,8,17,36,16,34,35,6,15,14,A,1,41,,M,U,43000,17,0
1,00120551,20,2,9,0,2,10,15,7.33,,18,66,13,31,46,6,6,19,A,1,45,,U,U,43000,42,38003
1,00120559,12,4,4,1,1,10,10.5,10.5,10,15,28,13,27,24,6,13,11,A,1,36,61,M,H,37900,30,35663
1,00120608,15,1,1,1,1,15,15,15,15,24,24,8,18,16,3,7,6,N,0,31,,U,U,37500,20,0
1,00120574,17,2,2,1,1,17,16,16,15,18,32,12,26,24,4,10,9,A,0,27,26,M,U,39100,28,27020
0,00120609,,1,1,1,1,15,15,15,15,17,17,10,14,12,4,6,5,F,0,24,79,F,U,166700,42,37062
0,00120634,,3,13,2,6,16,14,8.38,13,19,89,14,35,65,6,17,26,A,1,34,81,M,U,63200,33,65356
0,00120639,,5,10,2,3,25,24.8,19.4,25,18,86,13,34,61,6,16,23,A,0,31,,U,U,0,0,0
1,00000551,20,1,24,1,10,21,16,15.33,16,9,119,15,31,89,7,17,39,A,1,36,85,F,H,34000,29,36236
0,00120677,,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0,51,83,M,H,21100,15,32400
0,00120703,,2,2,1,1,15,10,10,5,18,32,10,23,21,4,9,8,A,0,53,37,M,H,36600,33,37460
0,00120718,,3,19,1,13,25,21.67,14.74,25,17,113,13,31,72,6,14,29,S,1,53,81,M,U,28500,44,37614
1,00120720,23,1,4,1,2,10,25,17,25,18,43,13,33,40,6,16,16,A,0,53,,M,U,21400,31,32500
0,00120725,,3,24,0,11,11,10.33,6.13,,15,130,12,30,73,5,5,29,A,1,53,17,F,U,28300,46,35577
1,00120734,5,2,15,2,9,6,11,8.47,11,15,81,14,32,57,6,15,23,S,1,53,,F,U,24100,32,0
0,00120767,,2,16,1,6,15,17.5,13,15,24,119,12,33,69,6,16,30,A,1,42,58,M,H,71600,28,39277
0,00120783,,1,11,0,6,10,10,16.36,,18,116,12,31,67,5,5,29,A,1,30,74,F,H,25500,29,29065
1,00120772,29,2,2,1,1,24,17,17,24,17,28,13,25,23,6,12,10,A,0,30,,F,H,37100,35,29065
1,00120805,5,5,7,3,4,5,7,6.43,7,16,44,13,33,36,6,15,15,A,0,28,62,F,H,69300,52,52774
1,00120800,10,3,4,2,2,10,10,9,10,17,30,12,26,24,6,13,11,A,1,27,65,M,H,62300,34,52774
1,00121165,10,1,1,0,0,15,15,15,,16,16,11,16,13,4,4,5,F,0,02,31,M,H,92000,22,69006
1,00120910,5,4,8,2,3,40,37.5,27.25,45,22,55,13,35,48,6,17,20,A,0,09,55,M,H,56300,24,37266
0,00120948,,2,3,2,3,15,12.5,10,12.5,15,40,9,25,28,2,8,9,E,0,03,,F,U,69400,22,0
1,00120972,7,5,26,4,16,6,6.2,8.73,6.5,17,128,8,20,60,4,10,24,S,1,10,71,F,H,28000,22,25269
0,00120975,,2,3,0,0,10,10,8.33,,15,20,12,18,17,5,5,6,N,0,31,58,F,H,55300,14,34429
0,00120989,,1,3,1,1,25,25,23.33,25,24,40,12,33,35,6,16,15,A,0,25,81,M,U,110700,27,46351
0,00121003,,2,3,1,1,15,15,11.67,15,21,43,10,29,32,4,12,13,A,0,30,,U,U,27000,16,0
0,00120995,,3,3,1,1,30,26.67,26.67,25,26,35,12,30,30,5,14,12,A,0,17,41,F,H,72300,27,42411
0,00121026,,4,4,2,2,15,7.5,7.5,10,21,32,12,26,26,6,12,10,A,1,10,,M,H,33900,13,33786
0,00010565,,6,28,2,8,5,5.67,5.57,6,6,74,26,46,93,6,16,25,S,1,10,80,F,U,40000,23,33786
1,00121202,20,3,8,3,5,10,19.67,13.88,19.67,15,56,13,33,47,6,17,19,A,0,13,54,F,H,594600,25,105640
1,00121071,15,2,20,2,13,30,23,13.6,23,18,92,13,34,65,6,16,27,S,1,01,47,F,H,90000,18,105640
0,00121080,,2,12,1,5,5,9,8.42,10,17,81,9,23,47,4,11,17,A,1,30,77,F,H,33500,5,25610
0,00121111,,6,27,3,12,4,4.67,4.56,5,19,125,11,32,75,5,15,32,S,1,10,71,F,H,39600,25,27905
0,00121115,,4,6,2,2,8,8.75,7.67,9,21,41,12,32,33,6,15,14,A,0,10,21,F,H,38900,23,31424
1,00121208,13,5,26,3,12,15,13.6,9.96,13.67,17,89,14,32,70,6,16,25,S,1,03,28,F,U,514900,14,128240
0,00121160,,1,14,0,10,12,12,9.86,,15,122,10,26,72,3,3,27,E,1,11,69,M,H,141400,29,128240
0,00121139,,1,6,1,5,25,25,13.67,25,25,85,11,31,40,6,15,19,A,1,13,39,F,U,402400,38,128240
1,00121773,25,4,5,2,2,25,21.56,20.64,17.5,16,33,14,33,32,6,15,13,A,0,15,33,F,U,150000,18,110058
1,00121235,50,1,4,1,2,40,40,28.75,40,16,75,7,20,32,4,11,13,A,0,03,72,M,H,194700,11,91815
1,00121256,15,3,23,3,16,12,10.67,9.7,10.67,15,124,13,32,78,6,15,30,S,1,21,,M,H,42300,34,26019
0,00121286,,2,14,0,6,14,13,7.43,,24,126,5,19,43,2,2,15,A,1,19,73,F,H,42500,32,40918
1,00121292,16,2,2,1,1,16,13,13,10,24,29,9,23,21,4,10,9,A,0,09,,F,U,55700,15,0
0,00121335,,1,5,0,1,16,16,11.4,,26,76,9,28,50,4,4,19,A,0,09,86,F,H,26300,19,28068
1,00121385,10,3,10,1,6,12,12,8.3,12,18,113,12,31,58,6,14,25,A,1,14,44,M,H,112300,30,57340
0,00121955,,0,1,0,0,15,0,15,,23,23,9,9,14,3,3,5,N,0,15,,M,U,75700,22,0
0,00009209,,3,7,2,3,20,16.67,16.43,20,21,45,29,48,61,6,16,16,A,0,12,46,M,H,67100,10,57340
1,00121402,5,5,29,5,18,5,5,8.79,5,15,113,12,32,81,5,15,30,S,1,24,45,M,H,69100,14,59535
1,00121410,15,2,2,1,1,15,15,15,15,15,29,6,14,13,3,8,7,A,0,03,66,M,H,93100,46,54225
0,00011237,,2,10,1,3,15,12.5,13.4,10,4,53,28,48,77,6,15,18,A,0,02,49,F,H,111200,27,54225
0,00121478,,1,8,0,2,15,15,14.88,,19,86,13,32,60,6,6,24,A,0,32,28,M,H,42700,26,30633
0,00121479,,2,15,1,10,15,13.5,6.2,15,18,129,14,34,65,7,16,30,A,1,18,79,M,H,44000,22,30633
1,00122167,10,0,5,0,4,20,0,12.4,,19,89,11,11,47,4,4,16,A,1,25,,F,U,43900,23,0
0,00121551,,2,2,2,2,25,25,25,25,17,21,13,20,18,6,10,8,N,0,01,67,F,U,287500,11,117364
1,00121552,10,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0,01,81,M,U,197900,27,117364
1,00122046,25,2,2,2,2,15,20,20,20,20,24,12,23,21,6,11,9,N,0,24,61,F,H,71600,31,64910
0,00121581,,0,6,0,4,25,0,18.33,,23,62,13,13,53,6,6,20,S,1,01,48,F,U,102600,25,0
1,00121603,10,4,6,3,4,17,15,13,15,16,53,14,35,42,6,16,18,A,0,24,38,F,H,91600,26,108413
1,00121638,10,4,18,2,9,10,11.25,7.61,10,16,113,14,35,72,6,16,29,A,1,16,46,M,H,56000,50,34031
1,00121654,21,1,7,0,4,15,15,9.14,,18,63,13,33,51,6,6,19,A,0,24,50,M,H,88400,32,84607
1,00121640,35,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,24,33,F,H,120500,18,84607
1,00121554,6,4,5,1,1,5,5.75,5.2,10,18,32,12,27,25,5,12,10,A,0,03,34,F,U,190000,40,56843
1,00121683,10,2,2,0,0,20,20,20,,18,28,11,25,22,5,5,10,A,1,12,46,M,H,77000,13,65337
0,00049557,,2,7,1,5,25,22.5,15.57,20,19,79,13,34,57,6,16,24,A,1,49,37,F,H,65200,32,65337
1,00181841,20,4,19,1,7,22,21.75,14.16,20,18,110,14,36,78,6,17,33,S,1,18,,F,U,65200,20,0
0,00121711,,1,5,0,3,19,19,14.2,,26,76,10,30,52,4,4,20,A,0,24,41,M,H,85500,21,68714
1,00121718,30,2,2,2,2,20,17.5,17.5,17.5,23,33,10,27,27,4,11,10,A,0,22,76,M,H,113900,32,62316
1,00121759,20,3,5,2,2,17,15.67,12.4,16,21,44,12,32,37,6,16,16,A,0,24,41,M,H,156500,51,95849
1,00121755,15,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,24,77,M,H,136400,41,95849
0,00122919,,2,2,2,2,25,25,25,25,21,29,13,26,27,6,13,11,A,0,11,51,F,H,48500,31,72117
1,00121798,15,4,6,2,3,14,13,12.33,13,19,64,13,28,46,6,12,15,A,1,02,61,M,H,61200,21,51155
0,00121634,,4,8,1,3,25,21.5,17,19,19,77,14,34,55,6,15,21,A,0,17,49,M,H,128100,22,51155
1,00121590,10,3,19,2,7,15,13.33,10.74,15,17,100,9,24,59,4,13,21,S,1,02,33,F,U,78200,19,34360
0,00121879,,2,2,1,1,25,22.5,22.5,20,18,23,13,21,18,6,10,8,N,0,15,45,M,H,154600,18,70644
0,00123020,,1,1,1,1,50,50,50,50,16,16,12,17,14,5,7,6,F,0,09,48,F,U,37500,9,70644
1,00121937,27,5,9,1,4,25,25.6,22.56,21,15,56,13,35,50,6,17,21,A,0,11,72,M,H,164500,23,88188
0,00121928,,2,3,2,2,25,30,28.33,30,25,39,12,33,36,6,16,15,A,0,14,,F,U,190200,25,0
1,00121969,8,6,9,2,3,8,8.17,7.11,9,18,52,12,33,40,6,16,17,A,0,17,47,F,H,71500,25,37566
1,00121967,15,3,4,2,3,11,9.67,8.75,10.5,17,45,12,26,30,6,11,11,A,0,19,59,M,H,65500,15,37566
1,00121978,50,2,9,0,2,50,37.5,24.44,,15,100,14,36,66,6,6,27,A,0,18,78,M,H,69300,24,37566
1,00122001,30,2,2,2,2,16,13,13,13,22,33,10,27,25,4,11,10,A,0,12,37,M,H,59700,24,53360
0,00122039,,5,14,4,9,18,19,14.21,19.25,21,104,13,33,64,6,17,27,S,1,12,40,F,U,73300,22,0
1,00121986,3,3,3,1,1,5,6.67,6.67,5,19,24,11,21,20,5,9,8,N,0,09,,F,U,73300,11,55566
1,00114909,10,4,5,3,4,10,10,9,9.67,16,29,14,28,27,6,14,12,A,1,36,,M,U,73300,27,0
1,00122090,20,4,14,3,9,5,5.5,4.79,5,18,78,12,33,58,6,16,24,S,1,18,47,M,H,40500,34,32500
1,00122110,10,3,8,0,4,2,8,4.94,,15,101,14,27,46,6,6,20,A,1,21,33,U,H,40800,20,42454
1,00122131,15,5,12,4,9,30,26.2,19.25,29,15,126,14,36,73,6,17,31,A,1,14,51,F,H,83100,26,58482
0,00122121,,1,2,0,1,20,20,15,,26,44,9,25,28,4,4,11,A,0,18,36,F,H,59700,32,58482
0,00122138,,3,3,2,2,25,25,25,25,23,28,13,27,25,6,13,11,A,0,24,42,F,H,121700,33,52642
0,00122156,,3,11,2,9,20,16.67,14.73,15,16,126,13,29,61,6,13,30,A,0,17,75,F,U,89400,22,27021
0,00122154,,6,10,2,3,15,14,13.7,13.5,15,41,13,34,39,6,17,16,S,1,21,76,M,H,44500,17,27021
0,00122148,,1,1,1,1,15,15,15,15,23,23,8,18,16,3,7,6,N,0,32,63,F,H,26800,30,27021
0,00122208,,6,18,5,12,9,7.5,6.33,7.6,21,93,12,30,62,6,16,25,A,1,24,41,M,H,132900,22,85678
1,00122198,6,5,5,4,4,7,6.2,6.2,6,16,30,14,27,25,6,12,10,A,1,24,41,F,H,132900,18,85678
1,00187696,10,1,2,1,2,25,25,17.5,25,21,44,7,15,19,2,6,8,E,0,22,,F,U,118200,24,0
1,00122217,5,4,6,3,3,10,9,7.67,8.67,18,29,8,21,22,4,10,8,A,1,01,67,F,H,115000,15,63982
1,00122256,20,5,7,5,6,3,4.8,4.71,4.8,21,38,12,30,31,6,15,14,S,1,02,43,F,H,63700,18,41118
0,00122258,,3,4,2,2,20,16.67,13.25,15,18,43,12,30,30,6,14,13,A,0,02,51,F,H,67600,14,41118
0,00122271,,4,6,2,2,44,40.25,33.83,48,16,52,15,36,46,6,16,19,A,1,10,35,F,H,0,18,0
0,00123036,,5,24,4,19,10,10.6,7.13,10.75,15,130,13,34,81,6,17,32,S,1,01,49,M,H,0,18,0
1,00122751,5,5,16,3,8,10,10,8.94,10,24,81,12,34,59,6,17,25,A,1,35,21,U,H,0,30,0
0,00122341,,3,12,1,3,16,14.67,10.08,16,17,100,13,33,65,6,15,25,A,0,35,65,M,H,82000,47,50806
0,00122353,,2,5,2,5,20,20,14,20,22,119,10,27,61,4,11,27,A,0,49,50,F,U,54000,36,44614
0,00122701,,3,9,1,4,14,14,9.89,14,17,74,13,33,54,6,15,21,A,0,43,67,M,U,88000,34,60913
1,00122350,25,6,22,4,8,10,27.5,21.64,32.5,19,86,14,34,74,6,17,27,S,1,00,,M,U,46900,0,0
0,00122384,,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,43,39,M,H,39400,24,41788
0,00120938,,3,13,3,7,12,12,10.69,12,24,105,10,28,65,5,13,26,A,1,07,66,M,U,42500,23,0
1,00122404,25,2,2,2,2,15,10,10,10,21,29,10,21,21,4,9,8,A,0,38,63,F,H,54600,30,49976
0,00122407,,5,7,3,4,8,8.4,7.71,8.67,17,40,12,33,34,6,16,15,A,0,38,61,F,H,57900,24,49976
0,00122423,,4,4,2,2,36,27,27,25,26,35,11,29,29,5,14,12,A,0,24,55,F,H,124200,38,75444
1,00122465,8,5,5,3,3,10,7.2,7.2,8,21,29,13,27,26,6,13,11,A,0,24,52,F,H,205600,21,107060
0,00122517,,1,12,0,8,23,23,18.33,,18,105,13,32,72,6,6,27,A,1,45,56,F,H,41900,39,36990
0,00122506,,6,10,4,5,3,2.5,2.3,3,22,41,11,27,30,6,14,13,S,1,48,73,F,H,61400,53,36990
1,00188260,17,7,41,4,27,18,17.71,16.34,17.25,17,111,5,13,45,1,5,19,E,1,53,,M,U,25900,43,0
0,00122532,,6,8,2,2,6,7.33,6.63,7.5,15,31,13,26,25,6,11,9,A,1,44,57,F,H,74400,29,58978
0,00122543,,0,12,0,5,20,0,14.92,,23,77,12,12,61,6,6,22,S,1,44,32,F,H,90300,32,59293
0,00122576,,2,20,2,12,17,11,2.88,11,21,130,13,29,61,6,14,27,A,1,34,77,F,U,113600,52,71200
1,00005335,10,3,16,3,10,10,11,10.69,11,17,76,14,34,76,6,17,24,S,1,46,75,F,H,51500,31,71200
0,00122611,,8,27,3,9,6,7,7.7,8,18,96,13,33,69,6,16,27,S,1,49,57,M,U,80800,44,59934
1,00191138,15,1,1,0,0,15,15,15,,20,20,8,14,13,3,3,4,F,0,39,55,F,H,57100,28,44164
0,00122635,,6,12,4,6,9,9.5,7.33,9.75,20,53,12,34,46,6,17,19,A,1,41,61,F,H,44400,33,41382
0,00125269,,3,7,1,1,25,13.67,12.43,15,18,44,13,35,41,6,17,17,S,1,16,37,M,U,47700,53,60934
1,00122664,20,1,1,1,1,20,20,20,20,23,23,8,19,17,3,8,7,N,0,39,52,F,H,74500,23,63010
0,00122674,,2,3,0,1,15,13,10.33,,18,44,11,27,32,4,4,11,A,0,40,69,M,H,57900,33,39588
0,00122716,,6,6,2,2,10,9.67,9.67,11,15,32,14,29,29,6,12,10,A,0,27,56,F,H,66300,25,88306
0,00122713,,2,2,2,2,15,10,10,10,23,33,10,26,24,4,10,9,A,0,24,57,M,H,229100,26,88306
0,00122744,,8,14,6,9,2,4,3.21,1.33,21,53,10,30,36,5,15,16,S,1,24,57,F,H,85500,18,68815
0,00167873,,9,23,6,12,9,9.44,8.57,9.67,20,76,13,34,61,6,17,24,S,1,11,86,U,U,143800,29,102392
1,00121153,25,1,7,1,5,17,17,12.57,17,22,89,10,19,47,4,8,16,A,1,01,58,M,H,143800,23,102392
1,00122823,35,2,4,1,1,35,32.5,21.25,35,17,52,13,35,46,6,17,20,A,0,35,,F,U,102000,32,0
1,00122835,9,3,9,1,5,9,9,6.89,9,24,76,10,30,47,5,14,20,S,1,02,35,F,H,84700,30,103129
0,00005354,,1,21,0,9,15,20,10.67,,10,121,33,51,117,7,7,32,A,1,02,63,F,H,92400,24,103129
0,00191465,,2,2,2,2,25,15,15,15,21,33,13,28,28,6,13,11,A,0,00,79,M,U,0,21,0
0,00122867,,1,2,0,0,20,20,12.5,,20,31,10,22,21,4,4,7,A,0,39,55,M,H,47500,22,40487
0,00003868,,4,8,1,4,10,7.5,7.75,8,18,81,13,32,63,6,14,22,A,0,45,,F,U,54300,23,48058
0,00122921,,3,3,3,3,25,17,17,17,21,29,13,26,26,6,13,11,A,1,18,,U,H,55300,30,83504
1,00122722,17,5,10,4,7,18,17,15.2,17,16,71,14,34,59,6,16,22,A,0,24,,M,U,127500,25,0
0,00122944,,1,2,0,0,25,25,25,,15,38,12,29,30,5,5,12,A,0,39,,F,U,41500,16,0
0,00122976,,2,5,1,2,20,11,16.4,12,19,53,13,31,43,6,13,15,A,0,40,35,F,U,59600,11,0
1,00122988,14,3,3,3,3,15,15,15,15,17,29,13,26,25,6,13,11,A,1,22,41,F,H,73500,22,89205
1,00122279,5,6,13,3,7,10,6.33,5.08,6.67,19,81,13,32,59,6,16,22,S,1,10,48,F,H,168000,0,89205
0,00175321,,1,7,0,4,26,26,13,,19,82,13,26,50,6,6,20,A,1,09,51,F,H,80100,21,90027
0,00123055,,1,2,1,2,15,15,12.5,15,20,40,10,27,30,4,11,11,A,0,35,,M,H,209900,31,64940
0,00123111,,2,4,1,2,25,22.5,16.25,25,21,77,13,29,45,6,13,17,A,0,12,50,M,H,79000,33,56683
1,00007846,10,5,16,5,13,10,8.4,7.38,8.4,17,101,14,33,71,6,15,28,S,1,18,,M,H,57700,13,56683
0,00123145,,2,4,0,1,16,14,10.75,,17,70,10,24,37,4,4,13,A,0,21,61,F,H,48000,23,74797
0,00123122,,3,4,2,2,21.76,20,20.44,20,15,32,14,31,29,6,14,12,A,1,14,48,M,H,110700,24,74797
0,00123121,,2,2,1,1,25,15,15,5,26,30,12,27,24,5,12,10,A,0,12,46,F,H,62600,16,74797
0,00123146,,1,13,0,4,10,10,12.38,,15,81,12,30,62,5,5,22,A,1,12,67,M,H,90800,19,74797
1,00188860,10,8,17,5,12,10,6.5,6.65,7.2,5,105,15,34,67,6,17,27,S,1,39,76,M,U,56900,21,45417
1,00123270,10,2,6,1,4,25,22.5,12.83,20,18,75,13,31,52,6,15,20,A,0,31,62,M,U,43500,15,42040
0,00123356,,2,3,1,2,16,13,12,16,21,45,10,26,31,4,10,11,A,0,39,31,F,H,61100,35,50496
1,00123359,20,1,4,1,4,20,20,12.75,20,17,57,12,30,45,6,14,17,A,0,40,47,F,H,58300,31,50496
0,00123349,,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,40,41,M,H,59400,31,50496
1,00123386,22,2,5,0,2,22,21,17.4,,18,88,12,29,50,5,5,20,A,0,49,55,M,H,38600,27,44507
0,00123409,,2,3,0,0,26,18,13.67,,19,44,13,30,33,6,6,13,A,0,40,33,M,H,73000,36,57213
0,00123419,,1,1,1,1,25,25,25,25,21,21,11,18,17,5,8,7,F,0,30,31,F,H,27500,8,44779
1,00186993,10,9,11,4,4,15,10,10.55,9,7,33,15,28,33,3,8,7,A,0,00,,M,U,56700,0,44779
0,00185029,,4,64,1,13,10,10,11.1,10,25,126,23,45,130,5,16,32,A,1,28,80,M,U,54600,28,0
1,00123466,4,6,27,2,14,5,4,3.63,3.5,18,100,12,34,69,5,16,27,S,1,22,58,M,H,90400,43,51624
1,00123469,5,1,30,1,18,10,10,5.2,10,17,130,12,30,76,5,13,30,A,1,40,,M,H,56100,28,51624
0,00123511,,5,16,2,9,4,4.6,4.75,4.5,19,92,10,28,64,5,13,24,S,1,49,49,F,H,61200,26,55768
0,00123452,,5,8,3,4,10,12,9.63,10,19,41,13,34,39,6,16,15,A,1,30,,U,H,49500,17,48669
1,00190313,7,4,11,1,6,7,7.25,6.18,7,18,86,2,8,24,0,2,10,E,0,35,,M,U,100200,37,0
1,00003496,10,2,5,2,4,15,12.5,12,12.5,15,57,26,41,56,6,13,17,A,0,24,30,M,U,68800,27,77288
1,00123622,25,2,3,2,2,22,16,14,16,25,29,11,26,25,6,14,12,A,0,21,43,M,H,35100,26,32351
0,00123641,,2,7,1,2,15,12.5,7.29,15,16,62,13,33,49,5,14,18,A,0,00,,M,H,41900,0,28501
0,00123651,,5,7,3,5,14,13.8,11.57,14.33,18,53,14,34,44,6,16,17,A,1,22,55,F,H,119900,30,40642
0,00123650,,2,3,2,3,25,25,18.33,25,25,45,11,29,34,6,15,15,A,0,28,57,F,H,56500,36,40642
1,00123667,15,2,8,1,6,20,20,17.13,20,17,81,13,33,61,6,16,23,S,1,34,54,F,U,128700,41,67135
1,00123669,10,4,13,2,8,10,10,9.23,10,21,105,13,34,66,6,17,28,A,1,35,37,U,U,92300,29,0
1,00121641,21,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,22,46,F,U,86300,30,67135
0,00123678,,1,1,1,1,24,24,24,24,16,16,12,17,14,5,7,6,F,0,39,53,F,U,39400,38,40653
1,00123699,10,4,5,4,4,10,8.25,7.8,8.25,16,29,14,26,25,6,12,10,A,1,24,46,F,H,107700,32,69553
0,00123696,,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,40,23,M,H,43500,36,69553
1,00118163,5,5,21,3,14,5,5,5,5,15,130,12,30,74,5,13,29,S,1,45,,M,H,94800,32,69553
0,00123763,,2,11,2,7,15,13,10.27,13,17,111,13,33,65,6,15,28,A,1,35,,F,H,60600,37,73342
